epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,1214.32,0.41836,0.51137,0.29542,0.84104,0.94009,0.62431,0.7113,0.61328,0.88573,0.57959,0.67153,0.49558,0.43592,0.6913,0.31114,0.83234,0.000722,0.000722,0.000722
130,1223.62,0.42072,0.51176,0.29786,0.84476,0.93492,0.62842,0.71334,0.61398,0.88535,0.5898,0.68034,0.50563,0.44773,0.67536,0.31687,0.83733,0.000717875,0.000717875,0.000717875
131,1232.95,0.42588,0.51906,0.3015,0.84223,0.93584,0.6272,0.7117,0.6148,0.90069,0.57915,0.67591,0.49643,0.43165,0.66339,0.30949,0.82878,0.00071375,0.00071375,0.00071375
132,1242.25,0.41854,0.51551,0.29456,0.84235,0.92912,0.62788,0.70619,0.60748,0.90341,0.57185,0.66824,0.48801,0.4452,0.68035,0.31257,0.83678,0.000709625,0.000709625,0.000709625
133,1251.53,0.42217,0.53221,0.29805,0.84345,0.94297,0.6247,0.71331,0.61443,0.88325,0.58065,0.67391,0.49165,0.44293,0.67737,0.31237,0.83437,0.0007055,0.0007055,0.0007055
134,1260.81,0.42013,0.50894,0.29461,0.84176,0.94795,0.62624,0.71246,0.61404,0.89032,0.57906,0.67318,0.49073,0.44194,0.67468,0.30828,0.84101,0.000701375,0.000701375,0.000701375
135,1270.11,0.4245,0.51644,0.29769,0.84489,0.94855,0.62004,0.71248,0.61471,0.90906,0.58354,0.68249,0.51013,0.4448,0.68051,0.30745,0.83498,0.00069725,0.00069725,0.00069725
136,1279.53,0.42501,0.52404,0.29573,0.84347,0.94869,0.62213,0.71081,0.61648,0.88479,0.58244,0.67248,0.49147,0.43271,0.66409,0.30731,0.83185,0.000693125,0.000693125,0.000693125
137,1288.82,0.41539,0.5057,0.29059,0.84128,0.94326,0.6263,0.71632,0.61954,0.89238,0.58766,0.68109,0.50469,0.43367,0.66377,0.30784,0.83294,0.000689,0.000689,0.000689
138,1298.13,0.41159,0.50851,0.29081,0.8417,0.93469,0.63172,0.7146,0.61752,0.89789,0.58234,0.67448,0.49337,0.42301,0.64154,0.30372,0.8297,0.000684875,0.000684875,0.000684875
139,1307.42,0.4097,0.50487,0.28769,0.84179,0.94012,0.62661,0.70503,0.60981,0.87885,0.58409,0.66404,0.47893,0.42335,0.65105,0.30152,0.83134,0.00068075,0.00068075,0.00068075
140,1316.76,0.41374,0.50789,0.28792,0.83746,0.94376,0.62482,0.71566,0.62058,0.9025,0.5793,0.67804,0.49944,0.42601,0.65547,0.30387,0.82951,0.000676625,0.000676625,0.000676625
141,1326.07,0.40962,0.51174,0.28739,0.83549,0.93949,0.62494,0.71489,0.61915,0.89731,0.58022,0.67859,0.49768,0.42869,0.66375,0.30663,0.82748,0.0006725,0.0006725,0.0006725
142,1335.36,0.40864,0.51137,0.28695,0.83721,0.93841,0.62605,0.71211,0.6134,0.88373,0.59013,0.6792,0.50203,0.4441,0.66756,0.31429,0.83607,0.000668375,0.000668375,0.000668375
143,1344.68,0.40811,0.50173,0.28938,0.83943,0.94074,0.62696,0.71356,0.61712,0.87918,0.5872,0.67561,0.49622,0.43335,0.65822,0.3056,0.83517,0.00066425,0.00066425,0.00066425
144,1354,0.4149,0.5078,0.29067,0.84216,0.93018,0.63109,0.70895,0.61119,0.89791,0.5837,0.67422,0.49602,0.43519,0.66523,0.30824,0.83585,0.000660125,0.000660125,0.000660125
145,1363.29,0.41629,0.51497,0.29108,0.84011,0.9485,0.62529,0.71555,0.61724,0.89721,0.58028,0.67373,0.49712,0.42942,0.66322,0.30614,0.8321,0.000656,0.000656,0.000656
146,1372.62,0.40879,0.51085,0.28704,0.83557,0.93949,0.63244,0.71206,0.61391,0.89161,0.58183,0.67081,0.49117,0.43404,0.66529,0.30149,0.83179,0.000651875,0.000651875,0.000651875
147,1381.93,0.41436,0.5142,0.28683,0.83969,0.95426,0.62179,0.71617,0.61805,0.90063,0.58088,0.67978,0.50302,0.43115,0.67393,0.30276,0.82911,0.00064775,0.00064775,0.00064775
148,1391.25,0.40898,0.50467,0.28695,0.83953,0.9509,0.62339,0.71269,0.61505,0.8915,0.57838,0.67117,0.48518,0.43021,0.66056,0.30109,0.82978,0.000643625,0.000643625,0.000643625
149,1400.57,0.40495,0.49668,0.28459,0.83834,0.94752,0.62543,0.71525,0.6183,0.89559,0.57965,0.67452,0.49471,0.42859,0.66736,0.30036,0.83238,0.0006395,0.0006395,0.0006395
150,1409.91,0.40407,0.5102,0.28533,0.84184,0.94532,0.622,0.71367,0.61718,0.89059,0.5769,0.66941,0.48759,0.43933,0.66613,0.31045,0.83766,0.000635375,0.000635375,0.000635375
151,1419.25,0.40033,0.50081,0.28042,0.83638,0.95165,0.62156,0.71892,0.62473,0.89284,0.58091,0.68123,0.50075,0.42437,0.65578,0.30558,0.8339,0.00063125,0.00063125,0.00063125
152,1428.69,0.40225,0.49197,0.27873,0.83248,0.93825,0.62768,0.7167,0.61957,0.90402,0.58129,0.68296,0.50555,0.42868,0.68144,0.30345,0.83224,0.000627125,0.000627125,0.000627125
153,1438,0.40301,0.48725,0.28059,0.83665,0.95164,0.62643,0.71272,0.61668,0.90048,0.57693,0.67275,0.49353,0.42701,0.6589,0.30231,0.83396,0.000623,0.000623,0.000623
154,1447.31,0.39527,0.49054,0.2787,0.83563,0.93579,0.63111,0.72124,0.62745,0.9039,0.57608,0.68128,0.50398,0.42152,0.65506,0.29724,0.83087,0.000618875,0.000618875,0.000618875
155,1456.74,0.39513,0.49716,0.27805,0.83513,0.9547,0.62433,0.71832,0.62279,0.90139,0.58198,0.68008,0.50476,0.42175,0.65019,0.30108,0.83191,0.00061475,0.00061475,0.00061475
156,1466.07,0.40553,0.50422,0.28261,0.8358,0.94473,0.62509,0.71532,0.61944,0.89893,0.5783,0.67783,0.50152,0.42654,0.65287,0.30527,0.83412,0.000610625,0.000610625,0.000610625
157,1475.37,0.39695,0.49305,0.28025,0.83679,0.94889,0.62619,0.71574,0.61927,0.88471,0.5825,0.67916,0.49882,0.42722,0.65904,0.3026,0.83378,0.0006065,0.0006065,0.0006065
158,1484.65,0.39344,0.48009,0.27777,0.83506,0.95292,0.6246,0.71905,0.62639,0.9021,0.57953,0.68163,0.50364,0.41499,0.65047,0.29756,0.82846,0.000602375,0.000602375,0.000602375
159,1493.93,0.39382,0.48905,0.27495,0.83385,0.9424,0.62802,0.71349,0.61607,0.90988,0.57292,0.67259,0.49298,0.42431,0.65573,0.30069,0.82921,0.00059825,0.00059825,0.00059825
160,1503.23,0.39427,0.49244,0.27846,0.83671,0.94921,0.62393,0.72141,0.62721,0.89255,0.57995,0.6831,0.50667,0.42077,0.63802,0.29426,0.82829,0.000594125,0.000594125,0.000594125
161,1512.6,0.39079,0.48068,0.27664,0.83603,0.94414,0.62764,0.72327,0.62665,0.89651,0.57691,0.68378,0.50477,0.41814,0.64529,0.2972,0.82934,0.00059,0.00059,0.00059
162,1521.87,0.39704,0.49273,0.27899,0.83774,0.94495,0.63117,0.71465,0.61737,0.88161,0.58455,0.67196,0.49115,0.41927,0.65561,0.29861,0.82959,0.000585875,0.000585875,0.000585875
163,1531.15,0.39636,0.48084,0.27586,0.83552,0.94649,0.63025,0.71843,0.61992,0.8849,0.58626,0.67665,0.49333,0.42488,0.66137,0.30052,0.83203,0.00058175,0.00058175,0.00058175
164,1540.42,0.39174,0.48662,0.27601,0.83485,0.94504,0.62948,0.72203,0.62512,0.89213,0.58053,0.68206,0.4987,0.42396,0.66232,0.30226,0.83075,0.000577625,0.000577625,0.000577625
165,1549.71,0.38751,0.47747,0.27452,0.83459,0.94483,0.63098,0.7206,0.62392,0.8982,0.58019,0.6814,0.50024,0.41959,0.6615,0.29905,0.82993,0.0005735,0.0005735,0.0005735
166,1558.98,0.39392,0.49629,0.27493,0.83237,0.94659,0.62824,0.71954,0.6237,0.87948,0.58485,0.67705,0.49636,0.4204,0.64608,0.29816,0.83233,0.000569375,0.000569375,0.000569375
167,1568.26,0.39045,0.48431,0.27616,0.83403,0.93728,0.63441,0.72621,0.63128,0.88602,0.5874,0.68818,0.50415,0.41403,0.64135,0.29238,0.82815,0.00056525,0.00056525,0.00056525
168,1577.68,0.38852,0.4892,0.27497,0.83305,0.94637,0.62766,0.72167,0.62705,0.88815,0.58586,0.68281,0.50626,0.41318,0.62302,0.29512,0.82764,0.000561125,0.000561125,0.000561125
169,1586.98,0.39762,0.4901,0.27541,0.83828,0.94663,0.62677,0.71906,0.62365,0.89422,0.58339,0.68149,0.50122,0.41499,0.65263,0.30137,0.82954,0.000557,0.000557,0.000557
170,1596.3,0.39829,0.48438,0.27785,0.83685,0.94286,0.62651,0.71792,0.62347,0.89373,0.58057,0.68018,0.50039,0.41398,0.64157,0.29347,0.82931,0.000552875,0.000552875,0.000552875
171,1605.6,0.38556,0.46518,0.2677,0.83231,0.95425,0.62955,0.72625,0.6303,0.89472,0.58295,0.68367,0.50488,0.41406,0.6333,0.29158,0.8283,0.00054875,0.00054875,0.00054875
172,1614.87,0.38501,0.47502,0.26802,0.8317,0.9491,0.62609,0.72612,0.63214,0.88804,0.58093,0.68383,0.51019,0.41455,0.65765,0.29236,0.82963,0.000544625,0.000544625,0.000544625
173,1624.28,0.39463,0.48051,0.27593,0.83793,0.94642,0.62874,0.72231,0.62634,0.88663,0.58792,0.68448,0.51026,0.41361,0.65247,0.29669,0.82758,0.0005405,0.0005405,0.0005405
174,1633.58,0.38898,0.46247,0.2723,0.83472,0.9534,0.62994,0.72331,0.62613,0.89069,0.58948,0.68872,0.51232,0.41504,0.63481,0.29738,0.82433,0.000536375,0.000536375,0.000536375
175,1642.82,0.3875,0.47604,0.27056,0.8351,0.94536,0.62804,0.72805,0.63455,0.88379,0.5818,0.68636,0.51107,0.41193,0.64948,0.29366,0.82942,0.00053225,0.00053225,0.00053225
176,1652.24,0.38162,0.46102,0.26821,0.83106,0.94888,0.62579,0.72684,0.63306,0.89656,0.58136,0.68558,0.51026,0.40863,0.64999,0.29042,0.82503,0.000528125,0.000528125,0.000528125
177,1661.52,0.38634,0.48185,0.26996,0.83351,0.93614,0.63227,0.72753,0.63308,0.88752,0.58438,0.68591,0.50978,0.41322,0.6439,0.2886,0.8271,0.000524,0.000524,0.000524
178,1670.8,0.38123,0.46007,0.26701,0.83013,0.93946,0.63005,0.72359,0.6292,0.88308,0.5886,0.68593,0.50946,0.41695,0.64924,0.29443,0.82923,0.000519875,0.000519875,0.000519875
179,1680.06,0.3753,0.46404,0.26739,0.83166,0.94562,0.63215,0.72231,0.62569,0.88231,0.59312,0.68552,0.50604,0.41998,0.65463,0.2958,0.83282,0.00051575,0.00051575,0.00051575
180,1689.4,0.38902,0.48355,0.27118,0.83428,0.93807,0.63322,0.72319,0.62691,0.8909,0.58874,0.68622,0.50462,0.41006,0.6564,0.29099,0.82615,0.000511625,0.000511625,0.000511625
181,1698.7,0.37995,0.46312,0.26754,0.83014,0.94466,0.63006,0.72209,0.6278,0.90319,0.58127,0.68377,0.50323,0.40865,0.64369,0.28874,0.82685,0.0005075,0.0005075,0.0005075
182,1708,0.38129,0.46774,0.2704,0.83095,0.94152,0.63506,0.72515,0.62864,0.88568,0.5838,0.68012,0.5013,0.41285,0.63718,0.28935,0.82958,0.000503375,0.000503375,0.000503375
183,1717.31,0.3844,0.47581,0.2719,0.83266,0.95234,0.62829,0.72344,0.62956,0.88982,0.58269,0.67964,0.50458,0.40769,0.63932,0.28827,0.83139,0.00049925,0.00049925,0.00049925
184,1726.59,0.38025,0.46476,0.26765,0.82913,0.95302,0.62626,0.72603,0.63166,0.88532,0.58743,0.68463,0.50827,0.40849,0.63723,0.28776,0.8292,0.000495125,0.000495125,0.000495125
185,1735.86,0.37599,0.46514,0.2674,0.83117,0.93938,0.63273,0.72378,0.62915,0.89889,0.58318,0.68486,0.50542,0.40653,0.64494,0.28669,0.82988,0.000491,0.000491,0.000491
186,1745.12,0.3765,0.47344,0.26705,0.83342,0.94668,0.62881,0.71705,0.62321,0.89023,0.5861,0.67794,0.49957,0.40946,0.64219,0.28893,0.83124,0.000486875,0.000486875,0.000486875
187,1754.38,0.37477,0.46745,0.26324,0.82975,0.95174,0.62689,0.71825,0.62446,0.89826,0.58057,0.67852,0.49735,0.408,0.63225,0.28907,0.83047,0.00048275,0.00048275,0.00048275
188,1763.71,0.37565,0.46128,0.26174,0.83094,0.95025,0.6323,0.72627,0.63277,0.90407,0.58075,0.68475,0.50483,0.40594,0.63995,0.28571,0.82922,0.000478625,0.000478625,0.000478625
189,1773.01,0.38391,0.47106,0.26734,0.83094,0.94536,0.63006,0.7249,0.63174,0.89733,0.58434,0.68608,0.50788,0.41028,0.64094,0.2884,0.82786,0.0004745,0.0004745,0.0004745
190,1782.32,0.37814,0.45996,0.26202,0.83003,0.94971,0.62635,0.71839,0.62601,0.90142,0.58171,0.68025,0.50409,0.4055,0.63715,0.28936,0.82882,0.000470375,0.000470375,0.000470375
191,1791.6,0.3756,0.45534,0.26163,0.82849,0.94104,0.63484,0.72479,0.63011,0.88243,0.59037,0.68515,0.50936,0.40796,0.6389,0.28487,0.82883,0.00046625,0.00046625,0.00046625
192,1800.89,0.37489,0.45864,0.26408,0.83124,0.95437,0.62844,0.71867,0.62474,0.89371,0.58701,0.68057,0.5011,0.40202,0.63986,0.28302,0.82864,0.000462125,0.000462125,0.000462125
193,1810.18,0.37473,0.45729,0.26284,0.82896,0.94447,0.63754,0.72159,0.62596,0.90534,0.58935,0.68476,0.50409,0.40781,0.64399,0.28736,0.82845,0.000458,0.000458,0.000458
194,1819.5,0.3751,0.46199,0.26062,0.82774,0.94347,0.63305,0.72168,0.63019,0.89693,0.58795,0.68553,0.50554,0.40331,0.64423,0.28254,0.82786,0.000453875,0.000453875,0.000453875
195,1828.85,0.36903,0.44687,0.25807,0.82598,0.93462,0.64294,0.73123,0.6365,0.90878,0.58404,0.68999,0.51279,0.39946,0.6415,0.28214,0.82577,0.00044975,0.00044975,0.00044975
196,1838.31,0.3785,0.46502,0.26381,0.83174,0.93223,0.63577,0.72421,0.63255,0.88349,0.5891,0.68631,0.50623,0.40247,0.64495,0.28482,0.8277,0.000445625,0.000445625,0.000445625
197,1847.57,0.36839,0.44974,0.25892,0.82798,0.93514,0.64025,0.73029,0.63779,0.89162,0.58639,0.68965,0.51305,0.39754,0.64354,0.28458,0.82822,0.0004415,0.0004415,0.0004415
198,1856.99,0.37403,0.45571,0.26066,0.82751,0.94421,0.63557,0.72641,0.63234,0.88158,0.5899,0.68601,0.50605,0.40172,0.63816,0.2896,0.82778,0.000437375,0.000437375,0.000437375
199,1866.32,0.37284,0.46237,0.25959,0.82643,0.94354,0.63415,0.72645,0.63403,0.89523,0.5782,0.68324,0.50004,0.40306,0.64065,0.2826,0.82996,0.00043325,0.00043325,0.00043325
200,1875.66,0.36937,0.44849,0.25759,0.82598,0.94375,0.63355,0.73075,0.63891,0.8941,0.58578,0.69176,0.51288,0.40363,0.64772,0.28334,0.83018,0.000429125,0.000429125,0.000429125
201,1885.05,0.36907,0.44929,0.25964,0.82929,0.9419,0.63388,0.72851,0.63789,0.88066,0.58998,0.69006,0.51003,0.39943,0.65931,0.28262,0.82426,0.000425,0.000425,0.000425
202,1894.34,0.3713,0.45334,0.25996,0.82668,0.93947,0.63201,0.72466,0.63335,0.88518,0.58894,0.68852,0.51072,0.40523,0.6483,0.28284,0.82856,0.000420875,0.000420875,0.000420875
203,1903.63,0.36754,0.44499,0.25663,0.8261,0.93885,0.63652,0.72771,0.63645,0.88171,0.59333,0.6917,0.51366,0.3988,0.63054,0.28502,0.82313,0.00041675,0.00041675,0.00041675
204,1912.94,0.36608,0.44786,0.25507,0.82745,0.93473,0.63806,0.72724,0.63632,0.91071,0.57717,0.68698,0.50667,0.3981,0.6463,0.28135,0.82605,0.000412625,0.000412625,0.000412625
205,1922.23,0.36586,0.45121,0.2564,0.82813,0.93913,0.633,0.72757,0.637,0.88651,0.58502,0.68613,0.50786,0.39791,0.65641,0.28275,0.8239,0.0004085,0.0004085,0.0004085
206,1931.53,0.36464,0.44145,0.25643,0.82456,0.93449,0.63606,0.7258,0.63351,0.87745,0.58339,0.68104,0.50139,0.40048,0.6623,0.28426,0.82644,0.000404375,0.000404375,0.000404375
207,1940.84,0.36454,0.44605,0.25417,0.82519,0.94412,0.63657,0.73199,0.64072,0.89268,0.58409,0.69071,0.5108,0.39643,0.6357,0.28015,0.82804,0.00040025,0.00040025,0.00040025
208,1950.14,0.36437,0.43919,0.25061,0.82532,0.94863,0.63151,0.73208,0.64117,0.88964,0.58198,0.68956,0.50965,0.39521,0.63423,0.27992,0.82994,0.000396125,0.000396125,0.000396125
209,1959.41,0.36177,0.44303,0.25421,0.82667,0.93654,0.63589,0.72976,0.63961,0.88365,0.5877,0.69118,0.5116,0.39794,0.63733,0.28201,0.82898,0.000392,0.000392,0.000392
210,1968.69,0.36169,0.44681,0.25216,0.82863,0.94834,0.63123,0.73232,0.64171,0.88991,0.58445,0.69343,0.51857,0.39091,0.64539,0.27979,0.82282,0.000387875,0.000387875,0.000387875
211,1978.11,0.3684,0.45494,0.25657,0.82714,0.95122,0.63361,0.72859,0.6358,0.89809,0.58552,0.69,0.51299,0.3968,0.63427,0.28079,0.82465,0.00038375,0.00038375,0.00038375
212,1987.4,0.36069,0.44346,0.25082,0.82472,0.9491,0.6306,0.72662,0.63616,0.88865,0.59091,0.68788,0.5121,0.39483,0.65027,0.27882,0.82497,0.000379625,0.000379625,0.000379625
213,1996.71,0.36029,0.44347,0.24993,0.8253,0.94259,0.6352,0.72643,0.63396,0.88692,0.59315,0.68904,0.51136,0.39102,0.64271,0.27671,0.82354,0.0003755,0.0003755,0.0003755
214,2006.07,0.36632,0.4537,0.2542,0.8265,0.94086,0.63626,0.73371,0.64175,0.87792,0.59293,0.69496,0.51756,0.39521,0.66287,0.278,0.82607,0.000371375,0.000371375,0.000371375
215,2015.39,0.35895,0.43042,0.24836,0.82311,0.94999,0.63282,0.73329,0.64132,0.88878,0.58643,0.69285,0.51505,0.39428,0.6555,0.28072,0.82635,0.00036725,0.00036725,0.00036725
216,2024.73,0.35737,0.43956,0.2511,0.82271,0.9371,0.63818,0.73242,0.6417,0.89211,0.58775,0.69061,0.51717,0.39178,0.64548,0.27826,0.82565,0.000363125,0.000363125,0.000363125
217,2034.04,0.35682,0.43256,0.24927,0.82258,0.94093,0.63778,0.73027,0.63885,0.88361,0.5892,0.68764,0.51078,0.39085,0.635,0.27825,0.8258,0.000359,0.000359,0.000359
218,2043.33,0.35394,0.42829,0.24462,0.82569,0.93699,0.63755,0.7315,0.64196,0.8895,0.58896,0.69064,0.5117,0.38647,0.64836,0.27452,0.8239,0.000354875,0.000354875,0.000354875
219,2052.63,0.35572,0.43803,0.24507,0.82193,0.93672,0.63954,0.7338,0.64354,0.88732,0.58797,0.69355,0.51448,0.39242,0.64297,0.27789,0.82759,0.00035075,0.00035075,0.00035075
220,2061.95,0.3561,0.42898,0.24903,0.82384,0.94232,0.6341,0.73234,0.64266,0.88461,0.58202,0.68829,0.51137,0.38875,0.64371,0.2825,0.82595,0.000346625,0.000346625,0.000346625
221,2071.21,0.35034,0.42366,0.24788,0.82582,0.94307,0.63377,0.72893,0.63925,0.88289,0.58904,0.68949,0.5103,0.38112,0.62829,0.27904,0.82451,0.0003425,0.0003425,0.0003425
222,2080.47,0.35535,0.4325,0.24795,0.82696,0.94003,0.63641,0.73371,0.64207,0.89018,0.58318,0.69309,0.51507,0.39284,0.64743,0.28062,0.83115,0.000338375,0.000338375,0.000338375
223,2089.8,0.35361,0.43176,0.24743,0.82554,0.95087,0.6311,0.7338,0.64294,0.89253,0.58461,0.69344,0.51566,0.38994,0.63625,0.27583,0.83079,0.00033425,0.00033425,0.00033425
224,2099.08,0.35152,0.43078,0.24504,0.82489,0.94762,0.63307,0.72955,0.63886,0.89304,0.58328,0.68834,0.5164,0.38744,0.64331,0.27619,0.82852,0.000330125,0.000330125,0.000330125
225,2108.38,0.35042,0.4283,0.24441,0.82187,0.94616,0.63199,0.73036,0.63937,0.88217,0.58513,0.68649,0.51413,0.38702,0.6431,0.27727,0.82355,0.000326,0.000326,0.000326
226,2117.65,0.35279,0.43292,0.24553,0.82418,0.93827,0.63649,0.72937,0.63793,0.88955,0.58583,0.68568,0.51161,0.38961,0.64031,0.27931,0.8259,0.000321875,0.000321875,0.000321875
227,2126.93,0.34934,0.41723,0.24407,0.82351,0.94557,0.63487,0.73222,0.64219,0.89416,0.58736,0.69125,0.51388,0.38838,0.63066,0.27437,0.82625,0.00031775,0.00031775,0.00031775
228,2136.23,0.34853,0.42849,0.24444,0.82303,0.95074,0.63006,0.73135,0.6416,0.89061,0.58785,0.69012,0.51343,0.38924,0.64121,0.27632,0.82763,0.000313625,0.000313625,0.000313625
229,2145.53,0.34433,0.41526,0.24085,0.81843,0.94506,0.63209,0.73028,0.64022,0.89341,0.58433,0.68874,0.51314,0.38719,0.63978,0.27401,0.82822,0.0003095,0.0003095,0.0003095
230,2154.84,0.34378,0.41595,0.23943,0.82265,0.95143,0.63178,0.73335,0.64371,0.89187,0.58809,0.69236,0.51706,0.3854,0.6259,0.27819,0.83019,0.000305375,0.000305375,0.000305375
231,2164.26,0.34823,0.42825,0.24334,0.82648,0.95493,0.62853,0.73404,0.64306,0.89135,0.58363,0.68985,0.51259,0.38478,0.62844,0.2752,0.82835,0.00030125,0.00030125,0.00030125
232,2173.57,0.35133,0.43993,0.24457,0.82334,0.95252,0.62892,0.73621,0.64734,0.9011,0.58297,0.69412,0.52071,0.38535,0.61892,0.27024,0.82802,0.000297125,0.000297125,0.000297125
233,2183.02,0.34297,0.42252,0.23785,0.82036,0.93687,0.63567,0.73357,0.64546,0.89804,0.58513,0.6958,0.51701,0.38114,0.61686,0.27059,0.82684,0.000293,0.000293,0.000293
234,2192.32,0.34823,0.43338,0.2414,0.8201,0.93766,0.63418,0.7332,0.64387,0.88689,0.58911,0.69605,0.5165,0.38429,0.64067,0.2725,0.82786,0.000288875,0.000288875,0.000288875
235,2201.6,0.34386,0.41944,0.24092,0.8232,0.94365,0.63406,0.74052,0.65086,0.88882,0.59089,0.70224,0.52586,0.38433,0.64023,0.27336,0.82749,0.00028475,0.00028475,0.00028475
236,2211.04,0.34649,0.42241,0.24163,0.82306,0.94559,0.63419,0.7355,0.6454,0.90003,0.58586,0.69539,0.52066,0.38383,0.63615,0.27471,0.825,0.000280625,0.000280625,0.000280625
237,2220.34,0.34616,0.42135,0.24397,0.82306,0.94907,0.63124,0.73421,0.64313,0.8979,0.58572,0.69264,0.51547,0.38696,0.63649,0.27691,0.8299,0.0002765,0.0002765,0.0002765
238,2229.7,0.34056,0.42179,0.23776,0.82137,0.94796,0.63418,0.73253,0.64282,0.89046,0.58503,0.69061,0.51308,0.38259,0.6453,0.27232,0.82807,0.000272375,0.000272375,0.000272375
239,2238.97,0.34017,0.4122,0.23593,0.82145,0.95136,0.6337,0.73433,0.64217,0.90485,0.58292,0.69497,0.51642,0.38452,0.6424,0.27321,0.82606,0.00026825,0.00026825,0.00026825
240,2248.25,0.34114,0.4169,0.23679,0.82121,0.95141,0.63193,0.73109,0.64006,0.8892,0.58687,0.68901,0.50925,0.38412,0.64372,0.27235,0.82722,0.000264125,0.000264125,0.000264125
241,2257.55,0.34272,0.43264,0.2395,0.82101,0.94201,0.63655,0.73599,0.64431,0.89125,0.5889,0.69526,0.51891,0.38473,0.6217,0.27215,0.82715,0.00026,0.00026,0.00026
242,2267.01,0.34184,0.41604,0.23808,0.81965,0.94084,0.63553,0.73669,0.64498,0.8854,0.58619,0.69371,0.51987,0.38485,0.64623,0.2738,0.82796,0.000255875,0.000255875,0.000255875
243,2276.33,0.33777,0.42101,0.23621,0.81957,0.94569,0.63383,0.73669,0.64616,0.89955,0.57939,0.69126,0.51764,0.38089,0.63565,0.27044,0.82552,0.00025175,0.00025175,0.00025175
244,2285.89,0.33547,0.41802,0.23567,0.81958,0.94694,0.63404,0.73925,0.6492,0.88148,0.58959,0.69684,0.51948,0.37685,0.64082,0.27031,0.82398,0.000247625,0.000247625,0.000247625
245,2295.34,0.33616,0.41424,0.2347,0.82013,0.94033,0.63365,0.73723,0.64997,0.87389,0.595,0.69744,0.52246,0.37672,0.64125,0.26883,0.82503,0.0002435,0.0002435,0.0002435
246,2304.84,0.34026,0.41343,0.23673,0.81906,0.94597,0.63374,0.73649,0.64667,0.89479,0.58466,0.693,0.51573,0.37622,0.63984,0.27062,0.8225,0.000239375,0.000239375,0.000239375
247,2314.13,0.33711,0.40929,0.23641,0.81839,0.94958,0.63219,0.73882,0.648,0.89855,0.58231,0.6961,0.52054,0.37893,0.63881,0.26963,0.82615,0.00023525,0.00023525,0.00023525
248,2323.51,0.33682,0.41348,0.23393,0.81896,0.94102,0.63808,0.73851,0.64818,0.89403,0.58428,0.69345,0.51777,0.37795,0.64109,0.26878,0.82537,0.000231125,0.000231125,0.000231125
249,2332.94,0.33463,0.40815,0.23395,0.81786,0.94235,0.63878,0.737,0.64763,0.89412,0.58663,0.69487,0.51963,0.37631,0.63282,0.26632,0.82665,0.000227,0.000227,0.000227
250,2342.37,0.33422,0.41496,0.23372,0.81861,0.94648,0.63673,0.73703,0.64948,0.89641,0.58473,0.69446,0.51984,0.37706,0.63771,0.26772,0.82768,0.000222875,0.000222875,0.000222875
251,2351.91,0.33795,0.41039,0.23583,0.82084,0.9458,0.63677,0.73947,0.65138,0.894,0.58879,0.69858,0.52157,0.37772,0.64138,0.26574,0.8275,0.00021875,0.00021875,0.00021875
252,2361.77,0.33083,0.40976,0.23068,0.81667,0.94788,0.63786,0.73763,0.64777,0.89899,0.5861,0.69584,0.51699,0.37533,0.63565,0.26807,0.82647,0.000214625,0.000214625,0.000214625
253,2372.34,0.33251,0.40451,0.23133,0.81951,0.94606,0.63471,0.73668,0.64814,0.90548,0.58089,0.69485,0.51778,0.37696,0.6485,0.26654,0.82603,0.0002105,0.0002105,0.0002105
254,2383.62,0.33444,0.40904,0.23255,0.82088,0.93366,0.64006,0.73673,0.64807,0.89566,0.58785,0.6955,0.51863,0.37709,0.64118,0.26891,0.82466,0.000206375,0.000206375,0.000206375
255,2394.96,0.32818,0.3965,0.2305,0.81888,0.95797,0.63128,0.73718,0.65006,0.89472,0.58687,0.69662,0.52189,0.37562,0.64286,0.26798,0.82441,0.00020225,0.00020225,0.00020225
256,2406,0.33265,0.40114,0.2293,0.81838,0.94973,0.6354,0.7357,0.64697,0.8927,0.59005,0.69458,0.51778,0.37774,0.64874,0.26784,0.82619,0.000198125,0.000198125,0.000198125
257,2416.92,0.32819,0.40093,0.22824,0.81942,0.95307,0.63341,0.73877,0.64915,0.89666,0.58742,0.69674,0.52204,0.37519,0.64482,0.26722,0.8263,0.000194,0.000194,0.000194
258,2427.83,0.33193,0.41157,0.23043,0.82033,0.9536,0.63139,0.74122,0.65427,0.89461,0.58478,0.69833,0.52225,0.37281,0.64031,0.26758,0.82484,0.000189875,0.000189875,0.000189875
259,2438.81,0.33019,0.40711,0.22865,0.82026,0.94812,0.63218,0.7414,0.65461,0.88568,0.58437,0.69673,0.52182,0.37528,0.6402,0.26862,0.82554,0.00018575,0.00018575,0.00018575
260,2449.93,0.32404,0.39797,0.22574,0.81641,0.95192,0.63227,0.74094,0.65375,0.89531,0.58662,0.69847,0.52432,0.37455,0.64379,0.26949,0.82435,0.000181625,0.000181625,0.000181625
